minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
0,Sylvester,0.6128511763360482,33.55830991942296,15.011141600200022,35.54778033700132,8.301481327211885,12.889777052570487,11.469298523788346,29.22033431825867
0,Marvin the Martian,0.6089029941433601,30.295365507048082,14.535233705950402,35.24858336587255,5.719029512515515,24.46278128541556,14.713927572517475,26.743299471662834
0,Road Runner,0.6238586784469583,24.726251399853183,13.507175405041073,31.49951407144787,4.42013587943543,28.47708414443159,11.176356697478958,18.302361166501758
0,Foghorn Leghorn,0.6093287173554837,30.503510734971158,15.692645728309223,34.49024090083156,7.594082904218136,14.849483280793923,13.159655052607302,29.0168174679992
0,Bugs Bunny,0.6291775171931613,28.15663510068292,16.403687930453582,34.794410124242326,4.981954125993246,22.066703438869187,11.96573196101604,24.231023931126547
0,Elmer Fudd,0.6225348562868965,30.350704077101796,15.01670620596641,36.46132719941057,4.765883644226496,21.576581085734393,17.58562500214708,33.99710731171912
0,Lola Bunny,0.6337953138082679,30.930366326911397,13.713778948023789,38.044383625683984,5.243078347704069,19.29903742924727,15.443317370982722,34.68560430072834
0,Porky Pig,0.628183974073961,34.72017466855791,15.080159622563949,39.1235591822788,6.045528124625916,20.154364779780625,14.161996090312122,32.115404888456766
0,Tasmanian Devil,0.6077135274010304,23.21200784332699,14.902505380347245,33.59325647738259,3.629615276352842,26.077057839330674,7.466310695845202,14.247333517696436
0,Gossamer,0.6079764875550574,34.26496402479155,16.821591644324457,34.07418365357169,7.155946130605832,22.53152209381609,13.793004571821964,24.663198662870233
0,Granny,0.6187816912322284,21.729424742542687,13.202062980574556,33.540206442219365,6.772550996942065,15.819413310379964,14.403912849545723,30.840854640824123
0,Wile E. Coyote,0.6157864283392384,28.875329500825636,14.508057492972132,33.15617095636952,5.542870632115415,12.72384565914773,13.734377529597044,31.71361182827798
0,Tweety,0.6292594502497926,24.781907863180443,13.328171144099644,36.09539370933807,7.114615626638458,27.283752718787433,10.873475770267094,21.110235011923027
0,Penelope,0.6054556382285335,25.1501403984196,15.708988438722265,32.3364976578622,5.651733288170676,21.1661834070735,12.400476408337495,22.491487163542853
0,Daffy Duck,0.6332285190195928,29.07559344902828,15.488381385609376,35.916589190165666,7.3535672381735395,15.115247661869322,17.076032975065353,36.537577839967526
12,Sylvester,0.6095380680142499,34.88574196152227,14.494384623944375,39.34303799598174,9.330245067825581,24.045303583321786,9.759555577751648,22.18112444857506
12,Marvin the Martian,0.6022365630669808,29.616658171619243,14.487037380268218,31.061743431854957,5.203280715984231,17.833243500929203,15.85333464150168,29.633493716453646
12,Road Runner,0.6187501872175493,26.62841488145969,13.706889555531719,37.53017555041683,6.310820234574502,24.34575009986031,15.725198327922202,30.09848503459084
12,Foghorn Leghorn,0.6252843569443599,31.703409088175533,15.761246871658877,33.961952915746636,4.73762785685564,15.771959117407272,13.120327090250663,29.780066060208586
12,Bugs Bunny,0.6361354800037192,32.008499092726815,16.412850103723596,34.73742829983084,4.5180350602809725,17.982193420481693,15.712450889735218,32.81431393270947
12,Elmer Fudd,0.6077922571874481,30.425951291099224,15.407857942229107,36.420952102147375,5.581993652247303,24.198168525124974,15.129749079437117,27.685343935708676
12,Lola Bunny,0.6350591410488186,32.24923673799741,15.58825834529508,38.32924247693829,4.4309242600555345,25.364793060398156,15.98526207789892,31.214193841023974
12,Porky Pig,0.6124056632773739,30.85783184205914,15.756426215742614,34.66918737584889,3.90763165366441,23.980492187460808,14.407318359791219,26.29980246679958
12,Tasmanian Devil,0.6071381352016432,27.595076532392802,13.485257564825751,33.77537181402479,3.768358266570363,20.819127360116266,8.205323771414005,19.790928145682752
12,Gossamer,0.609253689832155,34.447985297758926,14.168017392146627,35.92900308393335,7.290280457045103,13.874956341478539,15.206914140875785,34.631942417683206
12,Granny,0.6164504602336056,28.79620375154092,13.397451616779602,33.86975420253284,7.7339990748019645,18.649791486347965,14.971677220740775,30.285318460591814
12,Wile E. Coyote,0.6234955211079972,31.893312686956982,14.38753807279736,36.06366154296857,5.4737264732023565,17.409104182467132,12.049656794802209,29.034649187451553
12,Tweety,0.6216729239080023,26.7652307787035,14.943667205027582,36.752461467250306,8.716726615674101,23.47721520963043,9.836359445784696,20.8844883692494
12,Penelope,0.604949882291817,26.8456492931415,15.085115466870985,32.06686090280211,10.428711348340402,18.878004380808026,10.538943407685174,20.449049509435145
12,Daffy Duck,0.6272180699414249,30.46807295669454,15.198991696285795,30.544421442049043,5.568920114474425,19.119879708489353,15.578099637021648,29.163341727511327
